하사, 85, 185
사자, 77, 189
마파, 68, 163
사사, 94, 182
파라, 72, 190
사가, 73, 158
가하, 56, 140
카사, 71, 160
사다, 96, 161
가가, 88, 185
바카, 47, 189
파타, 83, 198
카자, 48, 185
하하, 84, 163
사하, 86, 143
가다, 82, 187
나가, 47, 142
카아, 66, 183
하차, 67, 186
아파, 86, 183
파아, 89, 177
파자, 60, 163
타바, 88, 177
다가, 57, 163
나마, 45, 147
하자, 47, 156
다자, 65, 163
타자, 88, 199
마나, 90, 143
타라, 77, 145
다가, 84, 177
타파, 90, 147
아다, 82, 143
가가, 56, 165
파가, 74, 158
라나, 97, 190
사사, 42, 164
자자, 80, 156
아자, 66, 192
타다, 65, 196
바사, 95, 189
다다, 81, 154
다하, 72, 167
하가, 70, 164
바사, 89, 195
타나, 72, 195
가사, 99, 143
라나, 79, 177
타다, 66, 189
파가, 44, 173
바아, 78, 154
타자, 63, 164
하라, 72, 144
라마, 85, 144
나자, 91, 152
차마, 77, 187
차하, 42, 189
파자, 58, 187
나타, 40, 187
가가, 82, 145
바파, 75, 148
카자, 82, 148
사다, 76, 151
파카, 86, 147
사라, 59, 194
아사, 61, 195
타바, 53, 157
가아, 50, 142
카차, 58, 170
가자, 66, 162
마카, 54, 156
마카, 56, 199
타마, 82, 176
카라, 55, 195
사타, 93, 154
마아, 56, 167
다바, 92, 189
파아, 72, 178
차타, 44, 171
자자, 52, 140
가자, 92, 163
가아, 80, 175
가가, 70, 157
다타, 73, 177
다나, 82, 154
라차, 56, 152
하다, 74, 190
타라, 64, 186
사라, 49, 186
가바, 95, 194
카가, 55, 189
파파, 59, 178
가마, 97, 145
타하, 75, 148
하아, 85, 192
사자, 77, 164
하나, 87, 174
다자, 92, 141
다파, 97, 164
가사, 73, 189
가사, 48, 141
파하, 68, 189
가다, 45, 168
하아, 60, 156
가바, 78, 162
자바, 88, 148
자마, 99, 152
마파, 98, 175
나가, 47, 152
나타, 75, 198
가사, 41, 190
카하, 56, 188
카나, 71, 188
타바, 76, 163
가나, 45, 187
자마, 67, 146
카파, 47, 142
마마, 68, 168
가파, 93, 157
자아, 93, 192
마나, 46, 180
가마, 70, 189
나타, 60, 191
바사, 77, 169
가아, 55, 177
카마, 91, 169
아마, 61, 141
나나, 62, 177
나파, 63, 170
라가, 92, 161
가자, 44, 152
파마, 68, 162
카바, 51, 191
나라, 52, 153
사하, 71, 176
라가, 87, 156
하자, 42, 152
차나, 44, 154
라나, 97, 185
사아, 58, 174
라차, 68, 154
라차, 53, 142
마아, 96, 163
라바, 88, 186
타아, 52, 192
하라, 99, 170
카아, 71, 156
다바, 63, 150
마바, 91, 170
마라, 40, 198
자타, 99, 191
차아, 79, 187
차하, 45, 183
사타, 48, 168
차파, 97, 153
마마, 89, 150
사바, 94, 178
마라, 86, 153
나바, 64, 164
바마, 44, 192
자하, 84, 196
파다, 64, 141
사파, 87, 163
차다, 49, 187
파하, 59, 178
자바, 60, 165
아라, 88, 182
가차, 62, 182
사가, 99, 157
바다, 97, 147
하다, 76, 188
다나, 85, 146
차자, 79, 171
라카, 67, 191
하카, 73, 164
하하, 41, 145
차카, 77, 183
차파, 43, 193
사파, 44, 162
마차, 85, 164
바마, 45, 189
파파, 88, 190
가나, 63, 192
카가, 66, 180
파사, 96, 155
하아, 98, 180
바파, 79, 191
하사, 86, 163
하사, 64, 153
바가, 64, 164
가카, 82, 179
마자, 92, 142
타하, 52, 164
마파, 49, 141
사카, 44, 148
아차, 55, 169
라타, 83, 143
바타, 63, 193
아바, 45, 190
파카, 66, 169
하바, 66, 195
라차, 70, 182
바라, 71, 164
하타, 81, 146
하가, 44, 175
다나, 70, 144
아가, 57, 186
차다, 50, 193
가카, 53, 170
하바, 92, 152
하바, 74, 163
가자, 44, 154
가아, 88, 157
다아, 65, 177
타다, 99, 155
사차, 43, 182
카다, 46, 145
사파, 60, 193
마사, 69, 195
하자, 55, 158
마사, 45, 153
차하, 84, 142
타마, 50, 196
차자, 96, 172
자차, 69, 197
마아, 78, 166
바다, 54, 152
차하, 97, 172
사나, 93, 141
다라, 81, 151
자가, 79, 163
라자, 96, 178
차사, 98, 166
자다, 83, 162
아마, 66, 162
다아, 49, 149
나타, 61, 141
가자, 97, 195
타하, 69, 163
차바, 59, 182
파파, 85, 194
파카, 79, 182
사라, 88, 186
자가, 70, 158
하파, 93, 184
라차, 66, 187
하아, 62, 144
바바, 81, 158
다차, 81, 171
자타, 68, 176
타하, 80, 171
타나, 98, 175
라타, 96, 181
하아, 66, 176
사파, 52, 153
나차, 93, 147
다파, 92, 193
하하, 56, 145
라타, 50, 175
타다, 81, 196
사차, 64, 190
차라, 87, 178
카바, 78, 190
하파, 65, 180
자타, 67, 144
라자, 85, 156
라마, 70, 198
사라, 87, 198
바바, 89, 195
카사, 41, 140
파사, 93, 147
타자, 89, 175
사자, 66, 145
타다, 98, 185
바다, 65, 159
자마, 95, 162
가파, 43, 161
마아, 42, 189
라자, 63, 190
차바, 58, 170
카바, 64, 165
바자, 79, 170
하아, 82, 181
나카, 98, 147
자하, 78, 172
아카, 98, 188
하다, 75, 157
마다, 61, 186
바하, 77, 143
다타, 87, 197
하타, 90, 178
파가, 80, 163
다하, 40, 142
마라, 53, 169
라자, 79, 177
차차, 55, 140
자하, 81, 199
아하, 93, 191
타파, 49, 167
라하, 59, 161
가가, 72, 189
나마, 52, 140
차자, 77, 174
카라, 52, 176
바하, 85, 166
타사, 80, 171
차파, 67, 165
라차, 65, 198
파마, 70, 186
파다, 69, 197
카라, 68, 151
바파, 70, 173
마타, 78, 170
하자, 43, 157
타자, 96, 150
하아, 40, 172
라마, 97, 189
아사, 68, 156
사다, 52, 188
사차, 89, 181
다다, 97, 145
타나, 94, 184
다마, 45, 199
다가, 79, 175
나자, 82, 148
타파, 45, 186
타다, 42, 169
가바, 86, 147
카차, 91, 193
나다, 65, 194
라나, 99, 195
파아, 60, 151
마차, 49, 174
사다, 88, 145
사다, 96, 161
나카, 95, 193
마라, 55, 185
다아, 50, 150
차타, 58, 143
나사, 65, 179
사나, 69, 183
파다, 45, 156
라다, 79, 155
하라, 90, 147
라다, 88, 186
하가, 81, 147
카파, 86, 140
바아, 84, 191
차하, 68, 174
아가, 55, 164
카다, 41, 181
마사, 68, 178
나사, 50, 145
하아, 70, 190
마다, 92, 171
자파, 69, 197
라차, 62, 150
사아, 42, 165
아마, 81, 184
아가, 53, 179
바차, 47, 157
아바, 84, 183
마카, 40, 168
하자, 68, 197
사다, 87, 199
카라, 94, 190
차사, 89, 157
카차, 88, 180
타라, 72, 169
사라, 91, 163
하사, 60, 148
다파, 68, 150
차파, 76, 191
사다, 52, 197
차마, 82, 179
카나, 79, 185
자아, 63, 153
가아, 90, 195
하가, 43, 196
다파, 98, 150
나타, 66, 146
가다, 81, 174
바파, 71, 143
다나, 51, 149
아하, 47, 182
타가, 61, 150
차가, 51, 191
라자, 74, 199
파나, 82, 147
바아, 75, 191
타마, 68, 188
차타, 49, 186
바마, 48, 143
마타, 51, 199
카다, 42, 185
가하, 55, 147
다마, 45, 179
사차, 47, 145
차마, 66, 161
바마, 68, 180
타가, 89, 151
카마, 85, 149
아마, 94, 158
라아, 59, 169
라라, 67, 172
아다, 56, 194
자아, 61, 162
가가, 59, 148
나다, 93, 160
라사, 60, 147
차자, 60, 170
마파, 51, 152
라라, 71, 143
사차, 52, 151
타카, 46, 178
카바, 80, 143
하바, 97, 185
하하, 79, 179
나나, 83, 167
하자, 96, 164
다하, 87, 193
라바, 52, 173
마마, 58, 172
라카, 87, 198
사아, 46, 189
마나, 51, 146
바파, 83, 180
자하, 52, 195
카라, 58, 153
아가, 91, 177
다라, 44, 165
파바, 64, 154
나바, 69, 166
파자, 50, 148
차사, 95, 179
하파, 96, 173
라라, 70, 188
나아, 77, 167
사다, 78, 188
라카, 95, 180
마바, 71, 161
하가, 81, 178
자자, 93, 168
차자, 52, 163
바사, 59, 179
자카, 42, 195
자파, 43, 177
마차, 76, 195
가하, 84, 178
바나, 64, 141
라차, 55, 166
타파, 74, 165
나가, 48, 190
가파, 82, 193
타차, 63, 167
아차, 57, 183
아타, 84, 185
나하, 65, 198
파카, 68, 192
파자, 51, 190
사타, 92, 199
차아, 78, 156
차하, 71, 191
타사, 43, 140
차타, 55, 174
차파, 44, 169
다다, 81, 152
하마, 41, 141
다나, 60, 187
사다, 54, 180
아카, 68, 179
차차, 43, 152
나아, 95, 183
나파, 42, 167
나사, 50, 189
하마, 58, 172
사마, 63, 185
타아, 80, 144
아마, 52, 156
아바, 58, 158
바파, 72, 144
아파, 44, 157
사가, 45, 173
하카, 62, 192
바아, 61, 179
마바, 56, 160
하아, 73, 173
하차, 46, 145
차다, 51, 152
사파, 45, 176
다자, 40, 168
하파, 72, 160
마파, 65, 158
바사, 47, 150
가차, 66, 177
카타, 87, 189
차다, 91, 146
마자, 67, 198
파나, 40, 153
다마, 51, 155
마가, 47, 165
가나, 41, 175
하가, 63, 148
타바, 72, 163
바가, 90, 157
바바, 98, 145
라파, 51, 181
차자, 81, 165
라마, 51, 172
파차, 82, 153
카타, 42, 197
나자, 64, 195
나하, 86, 195
라마, 82, 160
하카, 57, 142
마카, 79, 156
하마, 77, 177
사파, 54, 166
타자, 72, 140
사자, 46, 187
바카, 58, 156
카자, 75, 171
마사, 53, 140
아바, 88, 181
사바, 46, 191
바다, 42, 179
파카, 93, 148
차라, 50, 154
아하, 94, 142
아라, 56, 173
하바, 69, 198
차카, 88, 193
사아, 44, 141
다가, 68, 146
자타, 49, 153
카나, 99, 154
차차, 75, 162
파가, 73, 157
나다, 72, 184
사가, 92, 148
타카, 49, 143
자바, 82, 153
하가, 83, 149
나차, 95, 157
다나, 68, 184
사다, 84, 161
하파, 87, 199
하다, 80, 147
라바, 86, 142
차나, 81, 166
자가, 95, 196
가마, 53, 153
다나, 42, 161
아다, 60, 192
사파, 46, 142
다아, 94, 159
가가, 91, 182
바나, 74, 179
자마, 76, 172
바마, 73, 150
타타, 52, 155
파파, 93, 154
나나, 62, 153
차하, 50, 165
자하, 42, 142
마자, 80, 165
다차, 91, 173
차타, 59, 149
사다, 56, 184
차카, 97, 154
하가, 95, 179
마사, 76, 158
가바, 76, 187
마아, 56, 185
가마, 43, 140
나자, 50, 159
나하, 48, 149
라사, 95, 196
다나, 93, 165
아자, 93, 145
가나, 86, 166
사하, 52, 199
라하, 40, 165
파하, 71, 165
나아, 53, 167
아아, 77, 166
라마, 70, 166
마나, 61, 169
라차, 53, 146
사차, 40, 181
하사, 68, 156
하사, 54, 161
다사, 58, 162
자라, 87, 151
마가, 44, 146
나바, 44, 189
가차, 53, 156
아바, 85, 190
타나, 86, 187
자아, 87, 157
나가, 55, 152
라타, 80, 181
라파, 93, 170
파자, 78, 149
카바, 73, 184
가나, 48, 160
바차, 85, 186
카마, 88, 160
아아, 43, 175
다다, 51, 140
아사, 96, 149
가아, 86, 186
타타, 60, 140
타카, 94, 194
아아, 60, 155
하자, 85, 151
가아, 48, 188
나자, 75, 191
가바, 60, 171
마차, 71, 184
차다, 76, 183
나파, 64, 196
가하, 64, 188
다아, 51, 181
자가, 45, 178
사파, 42, 189
파파, 69, 153
타자, 78, 175
타하, 65, 173
라파, 45, 177
라자, 50, 162
자마, 85, 152
가라, 94, 173
차하, 71, 167
하사, 54, 158
하차, 74, 155
카라, 77, 150
파나, 88, 185
파라, 81, 188
가타, 71, 157
차아, 79, 153
다가, 86, 155
라마, 42, 172
바나, 41, 186
카사, 86, 157
차차, 71, 152
카사, 41, 162
마가, 76, 177
다타, 84, 171
타다, 60, 173
나아, 77, 183
차카, 68, 146
바차, 84, 174
바다, 61, 145
바라, 79, 192
자나, 95, 171
다가, 99, 157
파바, 75, 150
파다, 90, 199
파다, 81, 174
아바, 63, 151
타타, 44, 155
파바, 62, 140
다자, 94, 142
파마, 80, 198
바다, 45, 193
차카, 72, 170
아바, 61, 167
카파, 94, 179
마아, 95, 176
파차, 87, 169
다타, 74, 193
가자, 48, 154
하파, 58, 141
카하, 75, 180
카마, 76, 165
라하, 97, 154
자바, 69, 143
아파, 64, 166
라가, 83, 146
차마, 75, 149
하가, 88, 177
가자, 49, 143
바사, 55, 144
차사, 76, 181
파파, 97, 196
바사, 59, 157
바타, 59, 159
아마, 51, 192
사자, 91, 162
타가, 80, 183
라사, 92, 153
카라, 99, 146
차가, 75, 197
자차, 67, 175
타아, 95, 152
가타, 79, 192
라카, 78, 153
라가, 92, 181
파가, 40, 168
자파, 63, 173
나타, 67, 143
카차, 94, 155
가가, 75, 146
가하, 67, 188
카라, 52, 154
라파, 96, 164
아카, 55, 154
나차, 84, 170
타차, 61, 174
라파, 63, 173
타하, 84, 199
아사, 48, 154
바파, 61, 181
마라, 72, 182
카사, 74, 184
자나, 68, 149
차다, 71, 195
다바, 55, 152
사아, 99, 187
카타, 70, 195
다나, 95, 175
다바, 75, 167
다라, 64, 140
